Date,Close,Lag_1,Lag_2,Lag_3,SMA_7
2013-10-21,217.85,216.85,216.24999999999997,219.15,217.45714285714286
2013-10-22,216.7,217.85,216.85,216.24999999999997,217.70714285714286
2013-10-23,214.79999999999998,216.7,217.85,216.85,217.25
2013-10-24,213.29999999999998,214.79999999999998,216.7,217.85,216.41428571428568
2013-10-25,212.9,213.29999999999998,214.79999999999998,216.7,215.52142857142857
2013-10-28,216.95,212.9,213.29999999999998,214.79999999999998,215.62142857142857
2013-10-29,216.8,216.95,212.9,213.29999999999998,215.61428571428573
2013-10-30,220.5,216.8,216.95,212.9,215.9928571428571
2013-10-31,221.75,220.5,216.8,216.95,216.71428571428572
2013-11-01,223.49999999999997,221.75,220.5,216.8,217.95714285714283
2013-11-05,221.5,223.49999999999997,221.75,220.5,219.1285714285714
